ID,Binomial,Replicate,Citation,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Migratory_fw_fish,Units,Method,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
22983,Bufo_bufo,0,Cruz_M._J._P._Segurado_M._Sousa_and_R._Rebelo._2008._Collapse_of_the_amphibian_community_of_the_Paul_do_Boquilobo_Natural_Reserve_(central_Portugal)_after_the_arrival_of_the_exotic_American_crayfish_Procambarus_clarkii._Herpetological_Journal_18:197-204.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Paul_do_Boquilobo_Nature_Reserve,Portugal,Portugal,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,39.395735,-8.533862,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Captures_per_drift-fence_per_day,Drift-fences_with_pitfall_traps,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23066,Bufo_bufo,0,Ferri_V._2002._Monitoraggio_delle_popolazioni_lombarde_di_rospo_commune_(Bufo_bufo).in_V._Ferri_editor._Attidel_Terzo_Convegno_Salvaguardia_Anfibi._Progetto_ROSPI_&_Museo_cantonale_di_Storia_Naturale_di_Lugano_Cogecstre_Ediz._Penne.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Lago_dÈÃÍEndine_eastern_shore_Bergamo_province_Lombardy,Italy,Italy,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,45.778198,9.943146,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Number_of_individuals,Counts_of_migrating_individuals_rescued_along_roads,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3309,5394,10504,12942,18251,16245,16500,14687,21301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23067,Bufo_bufo,0,Ferri_V._2002._Monitoraggio_delle_popolazioni_lombarde_di_rospo_commune_(Bufo_bufo).in_V._Ferri_editor._Attidel_Terzo_Convegno_Salvaguardia_Anfibi._Progetto_ROSPI_&_Museo_cantonale_di_Storia_Naturale_di_Lugano_Cogecstre_Ediz._Penne.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Lago_di_Gaiano_road_between_Solto_Collina_and_Endine_Bergamo_province_Lombardy,Italy,Italy,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,45.79247,10.008901,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Estimated_number_of_individuals,Counts_of_migrating_individuals_rescued_along_roads,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,573.97,651.07,439.78,534.48,625.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23068,Bufo_bufo,0,Ferri_V._2002._Monitoraggio_delle_popolazioni_lombarde_di_rospo_commune_(Bufo_bufo).in_V._Ferri_editor._Attidel_Terzo_Convegno_Salvaguardia_Anfibi._Progetto_ROSPI_&_Museo_cantonale_di_Storia_Naturale_di_Lugano_Cogecstre_Ediz._Penne.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Lago_dÈÃÍIseo_road_between_Riva_di_Solto_and_Z??_Bergamo_province_Lombardy,Italy,Italy,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,45.766386,10.035814,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Estimated_number_of_individuals,Counts_of_migrating_individuals_rescued_along_roads,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1169.44,1683.93,1654.47,2030.06,1462.44,910.17,1021.81,1961.88,3617.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23069,Bufo_bufo,0,Ferri_V._2002._Monitoraggio_delle_popolazioni_lombarde_di_rospo_commune_(Bufo_bufo).in_V._Ferri_editor._Attidel_Terzo_Convegno_Salvaguardia_Anfibi._Progetto_ROSPI_&_Museo_cantonale_di_Storia_Naturale_di_Lugano_Cogecstre_Ediz._Penne.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Lago_di_Sartirana_Lecco_province_Lombardy,Italy,Italy,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,45.716175,9.424936,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Estimated_number_of_individuals,Counts_of_migrating_individuals_rescued_along_roads,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280.98,213.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23070,Bufo_bufo,0,Ferri_V._2002._Monitoraggio_delle_popolazioni_lombarde_di_rospo_commune_(Bufo_bufo).in_V._Ferri_editor._Attidel_Terzo_Convegno_Salvaguardia_Anfibi._Progetto_ROSPI_&_Museo_cantonale_di_Storia_Naturale_di_Lugano_Cogecstre_Ediz._Penne.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Lago_di_Como_at_Onno_Marina_Lecco_province_Lombardy,Italy,Italy,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,45.902766,9.301388,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Estimated_number_of_individuals,Counts_of_migrating_individuals_rescued_along_roads,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1512.8,1378.83,1783.27,1551.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23071,Bufo_bufo,0,Ferri_V._2002._Monitoraggio_delle_popolazioni_lombarde_di_rospo_commune_(Bufo_bufo).in_V._Ferri_editor._Attidel_Terzo_Convegno_Salvaguardia_Anfibi._Progetto_ROSPI_&_Museo_cantonale_di_Storia_Naturale_di_Lugano_Cogecstre_Ediz._Penne.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Lago_di_Como_at_Melgone_locality_Lecco_province_Lombardy,Italy,Italy,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,45.883981,9.331551,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Estimated_number_of_individuals,Counts_of_migrating_individuals_rescued_along_roads,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2963.41,3373.74,4308.47,4917.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23072,Bufo_bufo,0,Ferri_V._2002._Monitoraggio_delle_popolazioni_lombarde_di_rospo_commune_(Bufo_bufo).in_V._Ferri_editor._Attidel_Terzo_Convegno_Salvaguardia_Anfibi._Progetto_ROSPI_&_Museo_cantonale_di_Storia_Naturale_di_Lugano_Cogecstre_Ediz._Penne.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Strada_Valcuvia_Le_Lische_locality_Mesenzana_Varese_province_Lombardy,Italy,Italy,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,45.941751,8.770031,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Estimated_number_of_individuals,Counts_of_migrating_individuals_rescued_along_roads,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,565.4,723.59,619.49,1114.49,2205.13,3717.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23073,Bufo_bufo,0,Ferri_V._2002._Monitoraggio_delle_popolazioni_lombarde_di_rospo_commune_(Bufo_bufo).in_V._Ferri_editor._Attidel_Terzo_Convegno_Salvaguardia_Anfibi._Progetto_ROSPI_&_Museo_cantonale_di_Storia_Naturale_di_Lugano_Cogecstre_Ediz._Penne.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Torbiera_di_Cavagnano_Cuasso_al_Monte_Varese_province_Lombardy,Italy,Italy,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,45.908294,8.876835,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Estimated_number_of_individuals,Counts_of_migrating_individuals_rescued_along_roads,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,910.99,2099.72,2020.33,1985.11,1113.54,521.52,512.17,614.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23074,Bufo_bufo,0,Ferri_V._2002._Monitoraggio_delle_popolazioni_lombarde_di_rospo_commune_(Bufo_bufo).in_V._Ferri_editor._Attidel_Terzo_Convegno_Salvaguardia_Anfibi._Progetto_ROSPI_&_Museo_cantonale_di_Storia_Naturale_di_Lugano_Cogecstre_Ediz._Penne.,Amphibia,Anura,Bufonidae,Bufo,bufo,,(Linnaeus_1758),Common_toad,Lago_d'Idro_Brescia_province_Lombardy,Italy,Italy,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,45.765219,10.504405,1,Freshwater,NULL,NULL,Palearctic,Temperate_coastal_rivers,NULL,NULL,NULL,0,Estimated_number_of_individuals,Counts_of_migrating_individuals_rescued_along_roads,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2819.37,4050.58,4822.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7498,Ailuroedus_melanotis,0,Freeman_A._N._D._K._Pias_et_al._(2008)._The_impact_of_Tropical_Cyclone_Larry_on_bird_communities_in_fragments_of_the_endangered_rainforest_Type_5b._Austral_Ecology_33:_532-540.,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,melanotis,,(Gray_1858),Black-eared_catbird,Picnic_Crossing_nr_Yungaburra_Atherton_Tablelands_N._Queensland_Australia,Australia,Australia,Oceania,Asia_and_the_Pacific,Oceania,-17.25917,145.54722,0,Terrestrial,Australasia,Tropical_and_subtropical_moist_broadleaf_forests,NULL,NULL,NULL,NULL,NULL,0,Averge_number_of_individuals,Survey,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.7,55.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7499,Ailuroedus_melanotis,0,Freeman_A._N._D._K._Pias_et_al._(2008)._The_impact_of_Tropical_Cyclone_Larry_on_bird_communities_in_fragments_of_the_endangered_rainforest_Type_5b._Austral_Ecology_33:_532-540.,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,melanotis,,(Gray_1858),Black-eared_catbird,Thomas_Road_nr_Yungaburra_Atherton_Tablelands_N._Queensland_Australia,Australia,Australia,Oceania,Asia_and_the_Pacific,Oceania,-17.25917,145.54722,0,Terrestrial,Australasia,Tropical_and_subtropical_moist_broadleaf_forests,NULL,NULL,NULL,NULL,NULL,0,Averge_number_of_individuals,Survey,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,22.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7500,Ailuroedus_melanotis,0,Freeman_A._N._D._K._Pias_et_al._(2008)._The_impact_of_Tropical_Cyclone_Larry_on_bird_communities_in_fragments_of_the_endangered_rainforest_Type_5b._Austral_Ecology_33:_532-540.,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,melanotis,,(Gray_1858),Black-eared_catbird,Curtain_Fig_nr_Yungaburra_Atherton_Tablelands_N._Queensland_Australia,Australia,Australia,Oceania,Asia_and_the_Pacific,Oceania,-17.25917,145.54722,0,Terrestrial,Australasia,Tropical_and_subtropical_moist_broadleaf_forests,NULL,NULL,NULL,NULL,NULL,0,Average_number_of_individuals,Survey,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.8,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7700,Carcharodon_carcharias,1,Baum_J._K._R._A._Myers_et_al._(2003)._Collapse_and_conservation_of_shark_populations_in_the_northwest_Atlantic._Science_299(5605):_389_-_392.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Northwest_Atlantic_-_eastern_coast_of_Canada_and_USA_some_Central_America,United_States,United_States_Mexico_International_Waters,North_America,NULL,NULL,37.14722,-68.41917,0,Marine,NULL,NULL,NULL,NULL,Atlantic_tropical_and_subtropical,North_Atlantic_Ocean,Unknown,0,Index_of_Abundance,CPUE_and_GLM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.75,0.9,0.75,1.2,1.3,0.7,2,0.5,0.2,0.1,0.2,0.05,0.1,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7701,Carcharodon_carcharias,0,Dudley_S._F._J._(2002)._Shark_Catch_Trends_and_Effort_Reduction_in_the_Beach_Protection_Program_KwaZulu-Natal_South_Africa._SCIENTIFIC_COUNCIL_MEETING_-_SEPTEMBER_2002_NAFO._*_Dudley_S._F._J._and_C._A._Simpfendorfer_(2006)._Population_status_of_14_shark_species_caught_in_the_protective_gillnets_off_KwaZulu-Natal_beaches_South_Africa_1978-2003._Marine_and_Freshwater_Research_57:_225-240.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Beaches_of_KwaZulu-Natal_province_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-29.25,33.08333,0,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,number*km-net_year,shark_net_catch_rates,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.8,1.6,1.4,0.9,0.6,0.6,1.4,1.1,0.75,0.7,0.9,1.4,0.9,0.5,0.7,0.9,1.12,1.19,0.99,0.65,0.25,1.1,0.55,0.65,0.87,1.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9057,Carcharodon_carcharias,1,Cliff_G._S._F._J._Dudley_et_al._(1996)._Catches_of_white_sharks_in_KwaZulu-Natal_South_Africa_and_environmental_influences._Great_white_sharks:_the_biology_of_Carcharodon_carcharias._A._P._Klimley_and_D._G._Ainley:_351-362.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,NULL,(Linnaeus_1758),Great_white_shark,Natal_Coast_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-31.71667,30.38333,0,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,CPUE_(no.*km-net*yr),Shark_nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.9,1.9,3.5,1.3,0.9,0.6,0.3,1.8,1.1,1.5,1.7,0.9,2.2,1.8,1.3,0.7,0.6,0.4,1.5,1.2,0.7,0.8,1,1.5,1,0.8,1.6,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9058,Carcharodon_carcharias,0,Cliff_G._S._F._J._Dudley_et_al._(1996)._Catches_of_white_sharks_in_KwaZulu-Natal_South_Africa_and_environmental_influences._Great_white_sharks:_the_biology_of_Carcharodon_carcharias._A._P._Klimley_and_D._G._Ainley:_351-362.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,NULL,(Linnaeus_1758),Great_white_shark,Richards_Bay_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-28.85,32.23333,0,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,CPUE_(no.*km-net*yr),Shark_nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.2,3.5,1.5,2,2,2,1.1,0,1.8,3.2,1.4,0.5,1.1,2.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10877,Carcharodon_carcharias,0,Ferretti_F._B._Worm_et_al._(2010)._Patterns_and_ecosystem_consequences_of_shark_declines_in_the_ocean._Ecology_Letters_13(8):_1055-1071.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,NULL,(Linnaeus_1758),Great_white_shark,Brighton_Beach_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-29.46667,31,1,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,CPUE_(sharks_per_km_of_net),Shark_netting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.74,1.01,1.26,0,1.77,1.26,0.76,1.64,0.51,0.88,0.63,1.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10881,Carcharodon_carcharias,0,Ferretti_F._B._Worm_et_al._(2010)._Patterns_and_ecosystem_consequences_of_shark_declines_in_the_ocean._Ecology_Letters_13(8):_1055-1071.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,NULL,(Linnaeus_1758),Great_white_shark,Main_Beach_Durban_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-29.85,31,0,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,CPUE_(sharks_per_km_of_net),Shark_netting,NULL,NULL,0.83,0.7,0.37,0.47,0.23,0.23,0.82,0.33,0.23,0.33,0.2,0.24,0.1,0.05,0.12,0.02,0.07,0.03,0.04,0.08,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18497,Carcharodon_carcharias,0,Sosa-Nishizaki_O._et_al._(2012)._Problems_with_photo_identification_as_a_method_of_estimating_abundance_of_white_sharks_Carcharodon_carcharias._Perspectives_on_the_Biology_and_Life_History_of_the_White_Shark_CRC_Press:_393-404.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Guadalupe_Island_Pacific_Ocean,Mexico,Mexico,Latin_America_and_Caribbean,NULL,NULL,29.046111,-118.282778,0,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,North_Pacific_Ocean,Unknown,0,Number_of_individuals,Mark-recapture,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,77,84,68,85,78,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19498,Carcharodon_carcharias,0,Curtis_T._H._C._T._McCandless_et_al._(2014)._Seasonal_Distribution_and_Historic_Trends_in_Abundance_of_White_Sharks_Carcharodon_carcharias_in_the_Western_North_Atlantic_Ocean._PLoS_ONE_9(6):_e99240,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Northwest_Atlantic_Ocean,United_States,United_States_Canada,North_America,NULL,NULL,34.083333,-57.083333,0,Marine,NULL,NULL,NULL,NULL,Atlantic_north_temperate,North_Atlantic_Ocean,Unknown,0,Relative_abundance_index,NEFSC_fishery_independent_longline_surveys_observer_programs_tournament_data,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.897,0.887,0.868,0.897,0.906,0.878,0.812,0.821,0.765,0.793,0.784,0.802,0.793,0.727,0.793,0.784,0.746,0.699,0.605,0.605,0.596,0.567,0.473,0.436,0.379,0.229,0.219,0.229,0.173,0.219,0.229,0.266,0.304,0.379,0.36,0.389,0.295,0.276,0.272,0.351,0.332,0.285,0.304,0.436,0.568,0.718,0.784,0.821,0.878,0.972,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
